Flybase ID	Gene symbol	oocyte 2day_A	oocyte 2day_B	oocyte 2day_C	oocyte 8day_A	oocyte 8day_B	oocyte 8day_C	oocyte 12day_A	oocyte 12day_B	oocyte 12day_C	embryo 0-2hr_A	embryo 0-2hr_B	embryo 0-2hr_C	ttest 12 vs. 2 RPFs	fold change 12/2 RPFs
FBgn0037200	CG11109	40.8	21.5	37.4	9.8	17.9	17.8	14.5	6.7	41.2	8.4	10.1	4.2	3.60E-01	0.63
FBgn0033195	CG1360	10.0	25.2	0.0	12.9	4.8	9.9	6.1	5.6	0.0	28.8	31.6	21.2	3.60E-01	0.33
FBgn0035266	Gk2	1.0	5.5	0.0	0.0	11.8	8.2	10.0	7.1	0.0	122.5	134.5	118.3	3.60E-01	2.63
FBgn0039881	CG1971	35.3	14.9	0.0	5.8	8.0	9.2	7.7	7.4	3.0	56.6	64.1	73.3	3.60E-01	0.36
FBgn0031832	CG9596	5.3	3.0	0.0	2.1	11.2	8.9	0.0	2.7	0.0	30.1	31.4	29.7	3.61E-01	0.33
FBgn0034008	CG8152	15.2	8.5	10.1	1.8	5.1	8.5	6.3	5.3	12.7	22.6	16.3	12.7	3.61E-01	0.72
FBgn0261602	RpL8	1058.6	1238.3	853.3	1339.3	1577.6	1453.5	1251.5	938.9	1888.2	626.9	779.9	751.1	3.61E-01	1.29
FBgn0259168	mnb	1.7	15.7	5.6	4.4	5.1	6.2	1.2	4.2	4.3	285.8	238.1	314.7	3.62E-01	0.42
FBgn0030671	CG8134	8.0	0.0	24.2	12.9	18.1	5.3	26.0	13.2	17.8	32.4	30.6	27.0	3.62E-01	1.77
FBgn0038401	CG5916	10.7	3.6	0.0	14.9	0.0	8.3	0.0	3.9	0.0	19.5	16.8	29.7	3.62E-01	0.27
FBgn0014011	Rac2	23.8	13.7	7.0	12.3	8.5	5.5	6.7	12.5	9.4	344.8	307.4	264.6	3.63E-01	0.64
FBgn0027358	Tim9b	60.3	18.3	0.0	0.0	21.2	19.7	20.0	0.0	0.0	125.2	138.8	158.5	3.63E-01	0.25
FBgn0000330	cm	24.2	40.0	102.2	42.5	29.7	46.7	24.6	28.7	38.6	258.8	268.3	236.5	3.63E-01	0.55
FBgn0040208	Kat60	77.1	18.5	13.3	12.3	9.8	10.4	7.8	117.1	109.5	98.5	98.5	88.9	3.63E-01	2.15
FBgn0001565	Hlc	66.3	55.0	78.5	58.1	63.9	68.9	69.0	55.7	45.5	122.0	134.8	116.8	3.63E-01	0.85
FBgn0266411	sima	28.6	34.2	23.7	18.0	29.1	31.3	28.2	24.4	23.8	380.5	336.1	305.6	3.63E-01	0.88
FBgn0064115	GatC	15.6	1.4	0.0	0.0	1.8	0.0	0.0	1.6	0.0	14.3	7.7	4.3	3.64E-01	0.09
FBgn0005624	Psc	3.9	6.5	6.9	3.2	6.2	3.6	6.2	4.6	1.1	81.4	79.0	85.6	3.64E-01	0.69
FBgn0266098	rg	4.8	3.6	4.8	5.0	5.5	3.3	4.8	2.9	3.2	16.9	14.7	17.8	3.64E-01	0.83
FBgn0004237	Hrb87F	355.8	128.7	478.2	257.0	276.7	237.7	230.6	170.8	240.0	1468.5	1508.0	1379.5	3.64E-01	0.67
FBgn0034187	CG6967	85.5	94.2	76.5	106.4	87.9	97.0	87.6	63.4	78.5	19.6	16.9	20.1	3.64E-01	0.90
FBgn0053523	CG33523	7.2	5.1	4.8	3.5	3.7	2.5	3.5	4.2	6.1	19.5	80.6	74.9	3.64E-01	0.81
FBgn0033453	Sting	12.8	21.5	0.0	8.3	9.3	3.9	0.0	11.7	0.0	758.5	842.1	901.8	3.64E-01	0.34
FBgn0052590	CG32590	22.2	21.4	0.0	11.3	31.3	9.4	0.0	16.0	0.0	133.5	158.6	195.6	3.64E-01	0.37
FBgn0051849	CG31849	11.1	1.8	14.8	3.9	13.8	8.8	17.5	10.0	13.7	85.1	64.4	61.5	3.65E-01	1.49
FBgn0015024	CkIalpha	36.3	95.1	37.3	37.1	26.4	49.6	32.6	53.5	13.1	1695.7	1862.3	2150.9	3.65E-01	0.59
FBgn0022935	D19A	11.0	7.1	17.5	11.5	6.9	15.4	13.9	3.2	4.6	9.7	11.3	12.3	3.65E-01	0.61
FBgn0031023	CG14200	4.8	4.4	11.8	8.7	7.2	9.5	13.1	8.4	8.3	41.8	20.3	43.0	3.65E-01	1.42
FBgn0034590	Magi	0.0	5.2	0.0	5.5	6.5	4.9	5.2	3.4	2.5	61.5	70.9	74.9	3.65E-01	2.12
FBgn0034361	mRpS28	22.6	11.8	0.0	3.1	9.8	24.0	0.0	11.3	0.0	0.0	26.5	0.0	3.66E-01	0.33
FBgn0032793	CG10189	0.8	2.0	7.2	2.1	6.3	2.2	0.0	3.2	0.0	11.4	9.6	6.7	3.67E-01	0.32
FBgn0037472	CG10098	28.2	10.6	16.2	37.0	14.5	17.4	10.7	11.7	16.0	198.2	172.6	227.4	3.67E-01	0.70
FBgn0000359	Cp36	142.6	13.9	15.7	52.2	0.0	1.7	37.0	0.0	0.0	3.4	0.0	0.0	3.67E-01	0.21
FBgn0260467	CG7071	3.3	9.1	17.7	6.1	0.0	3.7	0.0	3.2	10.8	46.0	144.8	48.7	3.67E-01	0.47
FBgn0031413	CG9967	8.4	9.3	11.4	0.0	5.7	13.1	10.6	8.3	0.0	49.3	44.4	65.4	3.67E-01	0.65
FBgn0085470	lmgB	3.3	15.8	16.0	15.0	16.5	14.7	12.2	14.1	31.5	74.4	81.9	90.5	3.68E-01	1.65
FBgn0029905	Nf-YC	11.7	15.0	7.6	9.1	8.6	12.8	9.2	11.0	6.4	192.7	189.2	190.6	3.68E-01	0.78
FBgn0067628	CG33331	1.9	6.9	15.5	1.9	7.2	3.8	0.0	9.2	0.0	12.1	11.0	10.3	3.68E-01	0.38
FBgn0036821	CG3961	0.0	1.3	0.0	0.0	0.0	0.8	1.5	2.2	0.0	14.7	18.6	10.4	3.69E-01	2.82
FBgn0000414	Dab	0.0	0.5	0.0	0.4	1.9	1.8	0.4	1.9	0.0	32.0	35.9	39.0	3.70E-01	4.82
FBgn0035397	CG11486	208.1	266.3	190.8	295.8	259.1	253.1	211.1	204.2	171.7	672.7	682.3	683.7	3.70E-01	0.88
FBgn0033273	Gasz	9.7	17.7	18.0	10.9	18.9	11.1	4.7	4.2	19.4	15.7	16.7	26.0	3.70E-01	0.62
FBgn0261647	Axud1	7.9	10.1	2.4	3.1	7.8	6.4	7.1	8.0	17.7	223.8	223.1	244.2	3.70E-01	1.61
FBgn0000286	Cf2	0.0	4.9	0.0	4.3	14.6	4.6	2.1	9.8	2.2	15.0	22.3	20.0	3.71E-01	2.87
FBgn0024994	Ugalt	10.2	8.0	4.4	0.0	8.3	10.0	9.7	6.5	17.8	161.0	143.7	165.9	3.71E-01	1.50
FBgn0039507	mrt	3.0	1.4	0.0	0.8	0.0	3.3	0.8	0.9	0.0	20.5	22.0	16.3	3.71E-01	0.38
FBgn0037897	CG5270	1.5	0.7	0.0	0.0	3.4	2.8	2.0	3.9	0.0	3.8	5.2	3.5	3.71E-01	2.64
FBgn0033751	CG8818	5.1	11.3	0.0	11.1	6.8	6.0	4.2	1.8	0.0	11.6	19.9	10.3	3.71E-01	0.36
FBgn0259916	CG42445	20.0	4.8	1.6	0.0	0.0	1.5	0.0	0.0	7.6	136.5	258.0	209.2	3.71E-01	0.29
FBgn0023528	CG2924	14.7	64.8	28.9	12.5	17.9	38.0	10.7	40.1	0.0	1414.5	1408.0	1466.1	3.71E-01	0.47
FBgn0038224	ATPsynE	288.6	206.6	230.2	134.0	194.9	174.3	182.1	135.6	268.9	2447.6	2058.1	1844.7	3.72E-01	0.81
FBgn0261397	didum	0.0	2.5	1.8	2.1	3.9	1.8	0.9	2.3	6.9	32.1	30.4	23.0	3.72E-01	2.38
FBgn0003464	sol	14.2	16.3	14.3	19.3	15.6	20.9	14.2	16.7	17.6	55.1	42.1	36.1	3.72E-01	1.08
FBgn0037788	CAH7	8.0	16.0	20.8	16.0	17.9	23.6	21.8	11.9	31.4	79.1	77.5	70.1	3.72E-01	1.45
FBgn0021874	Nle	12.0	6.1	4.8	0.0	6.4	6.3	0.0	0.0	10.5	25.8	25.1	23.8	3.72E-01	0.46
FBgn0003716	tkv	11.6	17.0	13.4	7.3	10.1	9.0	13.1	16.4	20.7	521.6	450.1	412.9	3.72E-01	1.19
FBgn0036810	CG6885	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.6	0.0	20.5	30.8	62.9	3.74E-01	NA
FBgn0029994	Ldsdh1	7.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	2.9	3.74E-01	0.00
FBgn0051156	CG31156	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.7	36.5	37.8	3.74E-01	0.00
FBgn0025583	IM2	15.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74E-01	0.00
FBgn0035787	CG8543	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	3.74E-01	0.00
FBgn0051439	Muc96D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	2.5	3.74E-01	NA
FBgn0031751	CG9016	0.0	5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	3.74E-01	0.00
FBgn0034860	CG9812	14.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74E-01	0.00
FBgn0050428	CG30428	0.0	12.1	0.0	0.0	0.0	4.8	0.0	0.0	0.0	42.6	59.5	57.7	3.74E-01	0.00
FBgn0001187	Hex-C	2.9	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.8	3.74E-01	0.00
FBgn0020299	stumps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	6.1	5.4	1.4	3.74E-01	NA
FBgn0052758	Snx27	0.0	0.0	0.0	3.3	2.9	0.7	0.0	1.0	0.0	31.2	30.3	28.2	3.74E-01	NA
FBgn0003742	tra2	0.0	0.0	0.0	0.0	0.0	0.0	5.3	0.0	0.0	26.7	40.7	39.1	3.74E-01	NA
FBgn0037042	CG12984	0.0	0.0	13.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74E-01	0.00
FBgn0262870	axo	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74E-01	0.00
FBgn0034543	galla-1	0.0	9.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.5	52.0	92.0	3.74E-01	0.00
FBgn0035542	DOR	0.0	1.6	0.0	0.0	0.0	4.2	0.0	0.0	0.0	2.8	5.7	1.3	3.74E-01	0.00
FBgn0267348	LanB2	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	7.3	6.2	2.8	3.74E-01	NA
FBgn0086768	Pcmt	0.0	0.0	0.0	10.5	0.0	0.0	0.0	2.3	0.0	90.9	131.8	120.4	3.74E-01	NA
FBgn0051131	CG31131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	7.5	10.7	24.0	3.74E-01	NA
FBgn0033337	CG8272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	1.3	2.0	4.5	3.74E-01	NA
FBgn0032343	CG6201	0.0	0.0	0.0	5.7	0.0	0.0	0.0	2.0	0.0	18.2	16.6	13.7	3.74E-01	NA
FBgn0004456	mew	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	2.8	3.4	1.3	3.74E-01	NA
FBgn0037000	ZnT77C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7	0.0	96.8	89.2	81.8	3.74E-01	NA
FBgn0030573	nmdyn-D6	0.0	7.6	0.0	0.0	0.0	11.3	0.0	0.0	0.0	37.7	51.2	62.6	3.74E-01	0.00
FBgn0051774	fred	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74E-01	0.00
FBgn0052068	Adi1	0.0	0.0	25.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.5	3.74E-01	0.00
FBgn0032897	CG9336	0.0	0.0	19.4	0.0	10.0	6.4	0.0	0.0	0.0	0.0	0.0	0.0	3.74E-01	0.00
FBgn0035059	CG3894	0.0	0.0	0.0	1.9	5.8	7.1	11.8	0.0	0.0	13.8	20.3	9.5	3.74E-01	NA
FBgn0039238	CG7016	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74E-01	0.00
FBgn0017578	Max	0.0	28.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	176.5	211.3	191.9	3.74E-01	0.00
FBgn0030030	CG1636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2	162.1	200.0	161.6	3.74E-01	NA
FBgn0040653	IM4	33.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74E-01	0.00
FBgn0032036	CG13384	0.0	0.0	0.0	1.9	1.9	0.0	1.4	0.0	0.0	24.0	16.7	17.7	3.74E-01	NA
FBgn0036959	CG6951	0.0	17.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.4	337.8	353.0	3.74E-01	0.00
FBgn0266124	ghi	0.0	50.8	0.0	0.0	0.0	39.2	0.0	0.0	0.0	644.0	651.1	718.6	3.74E-01	0.00
FBgn0034470	Obp56d	63.4	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8	3.74E-01	0.00
FBgn0025469	slv	4.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6	14.8	3.74E-01	0.00
FBgn0011674	insc	0.0	0.0	0.0	2.7	0.0	0.0	0.0	0.6	0.0	1.8	2.4	3.0	3.74E-01	NA
FBgn0023095	caps	0.0	0.0	0.0	0.4	0.9	0.4	0.4	0.0	0.0	2.2	1.8	1.5	3.74E-01	NA
FBgn0263607	l(3)72Dp	4.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	26.9	30.4	3.74E-01	0.00
FBgn0083940	RhoU	0.0	0.0	0.0	0.0	0.0	0.9	0.0	3.9	0.0	14.4	17.9	12.3	3.74E-01	NA
FBgn0031908	CG5177	9.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74E-01	0.00
FBgn0041709	yellow-g	7.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74E-01	0.00
FBgn0015316	Try29F	1.2	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	2.7	0.0	3.74E-01	0.00
FBgn0000071	Ama	0.0	0.0	0.0	0.0	0.0	0.4	0.0	2.4	0.0	90.4	130.4	77.5	3.74E-01	NA
FBgn0033784	SCCRO3	5.5	0.0	0.0	0.0	6.3	3.1	0.0	0.0	0.0	4.9	10.2	14.1	3.74E-01	0.00
FBgn0035985	Cpr67B	13.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3	0.0	0.0	3.74E-01	0.00
FBgn0013810	Dhc36C	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	1.1	1.4	3.74E-01	0.00
FBgn0036896	wnd	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.7	24.9	31.4	3.74E-01	0.00
FBgn0003137	Ppn	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.2	0.0	2.6	2.0	0.8	3.74E-01	NA
FBgn0034709	Swim	0.0	0.0	0.0	19.3	0.0	2.6	3.1	0.0	0.0	0.0	0.0	0.0	3.74E-01	NA
FBgn0036622	Agpat4	0.0	0.0	0.0	2.6	0.0	1.8	0.0	9.0	0.0	9.5	9.9	15.6	3.74E-01	NA
FBgn0034626	CG10795	0.0	0.0	0.0	0.0	7.3	0.0	12.6	0.0	0.0	240.9	264.9	188.0	3.74E-01	NA
FBgn0052850	CG32850	0.0	0.0	0.0	0.0	0.0	6.2	0.0	5.1	0.0	13.3	14.0	17.7	3.74E-01	NA
FBgn0085359	CG34330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8	0.0	0.0	0.0	0.0	3.74E-01	NA
FBgn0029898	CG14439	2.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	3.74E-01	0.00
FBgn0053108	CG33108	1.2	0.0	0.0	3.3	4.5	1.6	0.0	0.0	0.0	5.4	10.6	25.5	3.74E-01	0.00
FBgn0243514	eater	10.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74E-01	0.00
FBgn0051658	Nnf1b	0.0	109.1	0.0	0.0	44.7	23.5	0.0	0.0	0.0	114.7	121.9	139.7	3.74E-01	0.00
FBgn0031879	uif	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6	3.6	1.6	3.74E-01	0.00
FBgn0033815	CG4676	0.0	0.0	0.0	0.0	0.0	0.0	4.6	0.0	0.0	75.8	91.9	57.7	3.74E-01	NA
FBgn0034512	CG18067	16.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74E-01	0.00
FBgn0038744	CG4733	0.0	0.0	0.0	0.0	0.0	0.4	2.1	0.0	0.0	0.0	0.0	0.0	3.74E-01	NA
FBgn0032700	CG10338	0.0	5.5	0.0	0.0	6.6	5.7	0.0	0.0	0.0	52.7	55.1	37.8	3.74E-01	0.00
FBgn0030610	CG9065	0.0	0.0	105.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.8	3.74E-01	0.00
FBgn0002633	E(spl)m7-HLH	0.0	5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.8	19.7	9.8	3.74E-01	0.00
FBgn0032935	Atg18b	3.8	0.0	0.0	0.0	1.2	1.4	0.0	0.0	0.0	21.0	24.8	26.6	3.74E-01	0.00
FBgn0003435	sm	0.0	1.1	0.0	0.0	0.0	0.6	0.0	0.0	0.0	1.9	7.9	8.2	3.74E-01	0.00
FBgn0035089	Phk-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	3.3	1.2	3.74E-01	NA
FBgn0262029	d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	2.3	3.1	1.2	3.74E-01	NA
FBgn0085432	pan	0.0	0.7	0.0	0.0	0.0	0.6	0.0	0.0	0.0	4.1	14.7	15.3	3.74E-01	0.00
FBgn0035825	CG8111	0.0	2.9	0.0	0.0	2.3	0.0	0.0	0.0	0.0	17.7	14.8	12.1	3.74E-01	0.00
FBgn0038268	CG3631	0.0	0.0	0.0	0.0	0.0	2.6	0.0	3.5	0.0	18.2	28.7	29.2	3.74E-01	NA
FBgn0010220	Dbp45A	0.0	0.0	10.6	0.0	1.5	0.0	0.0	0.0	0.0	32.4	38.1	55.8	3.74E-01	0.00
FBgn0003118	pnt	0.0	0.0	0.0	0.0	0.0	0.7	2.3	0.0	0.0	2.8	6.6	3.8	3.74E-01	NA
FBgn0015025	CkIIalpha-i1	0.0	3.8	0.0	0.0	0.0	1.5	0.0	0.0	0.0	17.8	29.9	30.9	3.74E-01	0.00
FBgn0264000	GluRIB	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	2.4	1.8	2.5	3.74E-01	NA
FBgn0050394	CG30394	0.0	0.0	0.0	0.0	0.0	1.1	0.7	0.0	0.0	20.4	19.9	24.1	3.74E-01	NA
FBgn0033051	Strica	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.6	69.1	66.5	3.74E-01	0.00
FBgn0031090	Rab35	0.0	0.0	0.0	10.5	8.0	17.7	0.0	0.0	40.7	529.6	463.6	435.2	3.74E-01	NA
FBgn0035608	blanks	9.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	1.6	0.0	3.74E-01	0.00
FBgn0053200	VepD	0.0	4.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	2.0	3.74E-01	0.00
FBgn0034093	CG15706	0.0	1.3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	14.1	7.8	3.74E-01	0.00
FBgn0266173	pre-mod(mdg4)-K	0.0	7.5	0.0	2.8	0.0	3.6	0.0	0.0	0.0	1.0	52.0	51.2	3.74E-01	0.00
FBgn0026175	SkpC	0.0	4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6	6.7	1.0	3.74E-01	0.00
FBgn0259175	ome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	1.4	3.74E-01	NA
FBgn0031894	CG4496	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.2	0.0	3.74E-01	NA
FBgn0261990	CG42808	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	3.74E-01	0.00
FBgn0030251	CG2145	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6	1.8	5.4	3.74E-01	0.00
FBgn0260011	NimC4	0.0	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.2	18.5	4.8	3.74E-01	0.00
FBgn0002773	Mlc2	0.0	4.5	0.0	14.7	0.0	0.0	0.0	0.0	0.0	18.5	10.2	21.9	3.74E-01	0.00
FBgn0010359	gammaTry	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	2.1	3.1	1.4	78.9	3.74E-01	NA
FBgn0264502	CG43901	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.8	0.5	3.74E-01	0.00
FBgn0259143	CG42258	0.0	0.0	0.0	0.0	2.4	0.0	8.3	0.0	0.0	146.2	159.0	327.6	3.74E-01	NA
FBgn0001255	ImpE3	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4	5.8	5.8	3.74E-01	0.00
FBgn0036126	Irbp18	0.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.4	191.4	88.6	3.74E-01	0.00
FBgn0261610	CG42699	0.0	0.0	0.0	0.0	2.1	0.6	0.0	1.1	0.0	16.8	22.2	18.5	3.74E-01	NA
FBgn0034718	wdp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.6	0.3	1.2	3.74E-01	NA
FBgn0016036	mei-P22	3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.6	0.9	3.74E-01	0.00
FBgn0040992	CG10570	20.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74E-01	0.00
FBgn0026593	CG5707	0.0	2.9	0.0	4.2	8.8	4.4	0.0	0.0	0.0	80.2	51.8	63.5	3.74E-01	0.00
FBgn0031201	CG12446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.4	0.6	3.74E-01	NA
FBgn0032744	Ttc19	11.5	0.0	0.0	0.0	0.0	3.9	0.0	0.0	0.0	10.7	6.1	7.8	3.74E-01	0.00
FBgn0262476	CG43066	0.0	0.0	0.0	0.0	0.0	0.7	2.3	0.0	0.0	0.0	0.0	0.0	3.74E-01	NA
FBgn0031913	CG5958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0	3.7	3.7	11.1	3.74E-01	NA
FBgn0000108	Appl	2.4	0.0	0.0	1.4	0.0	0.4	0.0	0.0	0.0	2.1	1.1	0.0	3.74E-01	0.00
FBgn0037126	CG14567	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74E-01	0.00
FBgn0266758	Esyt2	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74E-01	0.00
FBgn0086448	PIG-Q	0.0	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	21.5	20.7	3.74E-01	0.00
FBgn0010768	sqz	0.0	2.8	0.0	0.0	2.5	1.5	0.0	0.0	0.0	4.5	5.1	10.5	3.74E-01	0.00
FBgn0000014	abd-A	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	3.7	0.0	3.74E-01	0.00
FBgn0036336	ste14	8.7	0.0	0.0	0.0	0.0	10.9	0.0	0.0	0.0	3.0	11.0	18.9	3.74E-01	0.00
FBgn0039165	CG6204	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.5	0.0	3.7	6.5	5.7	3.74E-01	NA
FBgn0051005	qless	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	4.4	0.0	3.74E-01	NA
FBgn0039764	CG15535	0.0	42.7	0.0	0.0	0.0	12.7	0.0	0.0	0.0	23.0	43.3	55.9	3.74E-01	0.00
FBgn0035999	CG3552	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	14.6	8.6	16.2	3.74E-01	NA
FBgn0030668	CG8128	12.3	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	16.0	12.0	18.0	3.74E-01	0.00
FBgn0025643	CG3588	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	1.7	3.74E-01	0.00
FBgn0031652	jet	0.0	0.0	0.0	0.0	0.0	0.0	4.6	0.0	0.0	14.5	9.7	10.8	3.74E-01	NA
FBgn0267104	CG45544	0.0	0.0	0.0	0.0	0.0	3.7	3.3	0.0	0.0	2.9	0.0	0.0	3.74E-01	NA
FBgn0028738	ETH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0	0.0	1.9	0.0	3.74E-01	NA
FBgn0053051	CG33051	0.0	12.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.9	11.4	33.2	3.74E-01	0.00
FBgn0032144	CG17633	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	1.6	1.5	8.6	3.74E-01	0.00
FBgn0026064	KP78a	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3	16.4	14.9	3.74E-01	0.00
FBgn0263971	CG43725	0.0	13.5	0.0	0.0	0.0	3.7	0.0	0.0	0.0	42.3	76.7	406.2	3.74E-01	0.00
FBgn0038337	CG6125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	3.74E-01	NA
FBgn0032452	CG15484	0.0	0.0	0.0	0.0	1.3	0.0	0.0	2.4	0.0	6.0	6.9	3.9	3.74E-01	NA
FBgn0085322	CG34293	0.0	0.0	87.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.1	3.74E-01	0.00
FBgn0030407	Fpgs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	3.6	6.4	4.9	3.74E-01	NA
FBgn0020414	Idgf3	0.0	0.0	0.0	5.0	1.3	0.0	0.0	1.7	0.0	7.3	9.5	4.5	3.74E-01	NA
FBgn0052373	CG32373	5.6	0.0	0.0	0.0	0.0	2.7	0.0	0.0	0.0	18.7	40.2	27.4	3.74E-01	0.00
FBgn0030102	SmydA-9	3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74E-01	0.00
FBgn0035094	CG9380	0.0	1.3	0.0	0.0	1.0	0.3	0.0	0.0	0.0	48.9	68.7	58.5	3.74E-01	0.00
FBgn0052939	CG32939	0.0	0.0	0.0	0.0	0.0	9.1	0.0	2.6	0.0	82.2	105.5	240.5	3.74E-01	NA
FBgn0019662	qm	0.0	0.0	11.5	4.6	0.0	6.1	0.0	0.0	0.0	46.9	49.7	60.1	3.74E-01	0.00
