From	To	Species	Gene Name
Q8IP62	FBgn0260407	Drosophila melanogaster	mitochondrial ribosomal protein S23(mRpS23)
Q9VYI1	FBgn0030435	Drosophila melanogaster	CG4645 gene product from transcript CG4645-RA(CG4645)
Q9VYI3	FBgn0030433	Drosophila melanogaster	mitochondrial ribosomal protein L49(mRpL49)
Q9W2K2	FBgn0261067	Drosophila melanogaster	CG4279 gene product from transcript CG4279-RA(LSm1)
Q9VQK7	FBgn0031493	Drosophila melanogaster	CG3605 gene product from transcript CG3605-RB(CG3605)
Q8IGE9	FBgn0263594	Drosophila melanogaster	CG14648 gene product from transcript CG14648-RA(lost)
Q9VDV3	FBgn0038722	Drosophila melanogaster	Nucleoporin 58kD(Nup58)
Q9VDV2	FBgn0038723	Drosophila melanogaster	CG6195 gene product from transcript CG6195-RA(CG6195)
Q9VE71	FBgn0038619	Drosophila melanogaster	CG7685 gene product from transcript CG7685-RA(CG7685)
Q8MS06	FBgn0030506	Drosophila melanogaster	Ligase4(Lig4)
Q7KMG7	FBgn0028434	Drosophila melanogaster	CG10215 gene product from transcript CG10215-RA(Ercc1)
Q9VE75	FBgn0028670	Drosophila melanogaster	Vacuolar H[+] ATPase 100kD subunit 2(Vha100-2)
Q500Y7	FBgn0034245	Drosophila melanogaster	Ubiquinol-cytochrome c reductase 6.4 kDa subunit(UQCR-6.4)
Q8IP51	FBgn0261563	Drosophila melanogaster	wing blister(wb)
Q9U1I4	FBgn0028984	Drosophila melanogaster	Serpin 88Ea(Spn88Ea)
Q7KMH5	FBgn0027495	Drosophila melanogaster	CG8378 gene product from transcript CG8378-RA(CG8378)
Q9VDU7	FBgn0051216	Drosophila melanogaster	Nicotinamide amidase(Naam)
Q2XXW0	FBgn0029114	Drosophila melanogaster	CG6890 gene product from transcript CG6890-RA(Tollo)
Q3YMV0	FBgn0031078	Drosophila melanogaster	Nucleoporin 205kD(Nup205)
Q7KMH9	FBgn0027499	Drosophila melanogaster	windei(wde)
Q8MS15	FBgn0032409	Drosophila melanogaster	CG5336 gene product from transcript CG5336-RA(Ced-12)
Q9VE61	FBgn0038627	Drosophila melanogaster	CG7694 gene product from transcript CG7694-RA(CG7694)
Q9NK57	FBgn0014092	Drosophila melanogaster	CG4278 gene product from transcript CG4278-RA(CG4278)
Q9VYK8	FBgn0030410	Drosophila melanogaster	Aven ortholog(Aven)
Q9U1L3	FBgn0040340	Drosophila melanogaster	CG11642 gene product from transcript CG11642-RB(TRAM)
Q9VYK7	FBgn0030411	Drosophila melanogaster	CG2540 gene product from transcript CG2540-RA(CG2540)
Q9VQJ8	FBgn0031485	Drosophila melanogaster	CG9643 gene product from transcript CG9643-RB(CG9643)
P13469	FBgn0002780	Drosophila melanogaster	modulo(mod)
P13468	FBgn0000810	Drosophila melanogaster	female sterile (1) K10(fs(1)K10)
Q9VQI5	FBgn0051694	Drosophila melanogaster	CG31694 gene product from transcript CG31694-RA(CG31694)
Q7KMI3	FBgn0027504	Drosophila melanogaster	CG8878 gene product from transcript CG8878-RA(CG8878)
Q9VDT6	FBgn0038737	Drosophila melanogaster	CG11447 gene product from transcript CG11447-RA(CG11447)
Q8MS29	FBgn0031534	Drosophila melanogaster	Sorting nexin 1(Snx1)
Q9VDT5	FBgn0038738	Drosophila melanogaster	CG4572 gene product from transcript CG4572-RD(CG4572)
Q8IP79	FBgn0032482	Drosophila melanogaster	Phosphoethanolamine cytidylyltransferase(Pect)
P32100	FBgn0005593	Drosophila melanogaster	Ribosomal protein L7(RpL7)
Q9VDT4	FBgn0038739	Drosophila melanogaster	CG4686 gene product from transcript CG4686-RA(CG4686)
Q9VE51	FBgn0261065	Drosophila melanogaster	Cleavage and polyadenylation specificity factor 73(Cpsf73)
Q9VDT1	FBgn0038742	Drosophila melanogaster	CG4703 gene product from transcript CG4703-RA(Arc42)
Q9U1K7	FBgn0040396	Drosophila melanogaster	CG3939 gene product from transcript CG3939-RA(CG3939)
Q86NL4	FBgn0031710	Drosophila melanogaster	Vacuolar protein sorting 52(Vps52)
Q7K2E1	FBgn0033717	Drosophila melanogaster	CG8839 gene product from transcript CG8839-RA(CG8839)
Q9VE50	FBgn0044871	Drosophila melanogaster	Golgi SNARE, 28 kDa(Gos28)
Q8MS27	FBgn0038923	Drosophila melanogaster	mitochondrial ribosomal protein L35(mRpL35)
Q86NL1	FBgn0027841	Drosophila melanogaster	Cleavage stimulation factor 64 kilodalton subunit(CstF-64)
Q3YMU0	FBgn0033663	Drosophila melanogaster	CG8983 gene product from transcript CG8983-RA(ERp60)
Q2XXV4	FBgn0002878	Drosophila melanogaster	mutagen-sensitive 101(mus101)
Q8IP71	FBgn0032516	Drosophila melanogaster	CG9293 gene product from transcript CG9293-RB(CG9293)
P23696	FBgn0004177	Drosophila melanogaster	microtubule star(mts)
Q9VYL5	FBgn0030403	Drosophila melanogaster	CG1824 gene product from transcript CG1824-RA(CG1824)
Q9VQI6	FBgn0031478	Drosophila melanogaster	CG8814 gene product from transcript CG8814-RA(CG8814)
Q9W2P0	FBgn0034569	Drosophila melanogaster	dim gamma-tubulin 3(dgt3)
Q7K2L7	FBgn0033529	Drosophila melanogaster	CG17765 gene product from transcript CG17765-RA(CG17765)
Q9W2P5	FBgn0034564	Drosophila melanogaster	CG9344 gene product from transcript CG9344-RA(CG9344)
Q9VDS5	FBgn0038747	Drosophila melanogaster	Rho GTPase activating protein at 92B(RhoGAP92B)
P13496	FBgn0001108	Drosophila melanogaster	Dynactin 1, p150 subunit(DCTN1-p150)
Q9VDS6	FBgn0038746	Drosophila melanogaster	Surfeit 6(Surf6)
Q9VQP9	FBgn0031529	Drosophila melanogaster	CG9662 gene product from transcript CG9662-RB(CG9662)
Q9VE49	FBgn0038638	Drosophila melanogaster	CG7702 gene product from transcript CG7702-RA(CG7702)
Q9VYM2	FBgn0030396	Drosophila melanogaster	CG2556 gene product from transcript CG2556-RA(CG2556)
Q7KVF6	FBgn0261373	Drosophila melanogaster	CG33228 gene product from transcript CG33228-RB(CG33228)
Q8IGA0	FBgn0027949	Drosophila melanogaster	CG10364 gene product from transcript CG10364-RA(msb1l)
Q8IGA1	FBgn0051450	Drosophila melanogaster	mitochondrial ribosomal protein S18A(mRpS18A)
Q8IGA2	FBgn0037913	Drosophila melanogaster	fatty acid bindin protein(fabp)
Q9W303	FBgn0026415	Drosophila melanogaster	Imaginal disc growth factor 4(Idgf4)
Q9VDR1	FBgn0038760	Drosophila melanogaster	Mediator complex subunit 25(MED25)
Q9W306	FBgn0030160	Drosophila melanogaster	CG9691 gene product from transcript CG9691-RB(CG9691)
Q8IGA9	FBgn0034964	Drosophila melanogaster	Integrator 1(IntS1)
Q9VR04	FBgn0031609	Drosophila melanogaster	CG15443 gene product from transcript CG15443-RB(CG15443)
Q7K2K2	FBgn0033990	Drosophila melanogaster	CG10265 gene product from transcript CG10265-RC(CG10265)
Q9W2N0	FBgn0034577	Drosophila melanogaster	capping protein alpha(cpa)
Q8IP48	FBgn0028516	Drosophila melanogaster	Zinc transporter 35C(ZnT35C)
Q9U1H8	FBgn0029121	Drosophila melanogaster	severas(Sras)
Q9U1H9	FBgn0003321	Drosophila melanogaster	small bristles(sbr)
Q5U1D1	FBgn0039846	Drosophila melanogaster	CG11337 gene product from transcript CG11337-RD(CG11337)
Q9VDQ7	FBgn0243511	Drosophila melanogaster	phagocyte signaling impaired(psidin)
Q9VZ01	FBgn0030292	Drosophila melanogaster	CG11752 gene product from transcript CG11752-RA(CG11752)
Q9VQN8	FBgn0031519	Drosophila melanogaster	CG3326 gene product from transcript CG3326-RB(CG3326)
Q9VDQ3	FBgn0038768	Drosophila melanogaster	CG4936 gene product from transcript CG4936-RA(CG4936)
Q9W2N5	FBgn0034573	Drosophila melanogaster	CG3295 gene product from transcript CG3295-RA(CG3295)
P49630	FBgn0002579	Drosophila melanogaster	Ribosomal protein L36(RpL36)
Q9VZ08	FBgn0030286	Drosophila melanogaster	CG1657 gene product from transcript CG1657-RA(CG1657)
Q9V345	FBgn0027054	Drosophila melanogaster	COP9 signalosome subunit 4(CSN4)
Q9VZ05	FBgn0085377	Drosophila melanogaster	CG34348 gene product from transcript CG34348-RA(CG34348)
Q8MRM6	FBgn0030052	Drosophila melanogaster	CG12065 gene product from transcript CG12065-RF(CG12065)
Q9W2M0	FBgn0034585	Drosophila melanogaster	Rabaptin-5(Rbpn-5)
Q9VE11	FBgn0038673	Drosophila melanogaster	CG14286 gene product from transcript CG14286-RA(CG14286)
Q8IP37	FBgn0001989	Drosophila melanogaster	NADH dehydrogenase (ubiquinone) B17 subunit(ND-B17)
Q8IGC5	FBgn0027081	Drosophila melanogaster	Threonyl-tRNA synthetase(Aats-thr)
Q7JQI1	FBgn0033738	Drosophila melanogaster	Deubiquitinating apoptotic inhibitor(DUBAI)
Q9VE18	FBgn0038666	Drosophila melanogaster	SMU1 ortholog(Smu1)
Q9VDP8	FBgn0038772	Drosophila melanogaster	midlife crisis(mdlc)
Q9W2M9	FBgn0034578	Drosophila melanogaster	CG15653 gene product from transcript CG15653-RA(CG15653)
Q8IGC8	FBgn0035298	Drosophila melanogaster	Succinyl-CoA:3-ketoacid CoA transferase(SCOT)
Q9VE17	FBgn0261792	Drosophila melanogaster	small ribonucleoprotein particle U1 subunit C(snRNP-U1-C)
Q9VQM4	FBgn0260817	Drosophila melanogaster	glaikit(gkt)
P26270	FBgn0002787	Drosophila melanogaster	Regulatory particle non-ATPase 8(Rpn8)
Q2XXZ0	FBgn0031051	Drosophila melanogaster	CG12234 gene product from transcript CG12234-RB(Ranbp21)
Q9VQM2	FBgn0031505	Drosophila melanogaster	NADH dehydrogenase (ubiquinone) B14.5 B subunit(ND-B14.5B)
Q9VE09	FBgn0260779	Drosophila melanogaster	Glutamyl-tRNA(Gln) amidotransferase, subunit A(GatA)
Q8MRM0	FBgn0030484	Drosophila melanogaster	Glutathione S transferase T4(GstT4)
Q9VYA0	FBgn0030512	Drosophila melanogaster	CG9940 gene product from transcript CG9940-RB(CG9940)
Q9VYA1	FBgn0030510	Drosophila melanogaster	CG12177 gene product from transcript CG12177-RA(CG12177)
Q9W2D9	FBgn0034654	Drosophila melanogaster	CG10306 gene product from transcript CG10306-RA(CG10306)
Q86NT2	FBgn0267795	Drosophila melanogaster	CG32138 gene product from transcript CG32138-RC(CG32138)
Q8MRV7	FBgn0030686	Drosophila melanogaster	mitochondrial ribosomal protein L3(mRpL3)
Q8MRV6	FBgn0011566	Drosophila melanogaster	Buzidau(Bzd)
Q8IGL2	FBgn0032586	Drosophila melanogaster	Tetratricopeptide repeat protein 2(Tpr2)
Q7KMN4	FBgn0027603	Drosophila melanogaster	CG12359 gene product from transcript CG12359-RA(Ulp1)
Q9VQD8	FBgn0031437	Drosophila melanogaster	Actin-related protein 2/3 complex, subunit 5(Arpc5)
Q5U156	FBgn0033998	Drosophila melanogaster	relative of woc(row)
Q9VE04	FBgn0038678	Drosophila melanogaster	mitochondrial ribosomal protein L55(mRpL55)
Q9VE08	FBgn0038675	Drosophila melanogaster	CG6013 gene product from transcript CG6013-RA(CG6013)
Q9Y124	FBgn0027565	Drosophila melanogaster	CG5498 gene product from transcript CG5498-RB(CG5498)
P25153	FBgn0004436	Drosophila melanogaster	Ubiquitin conjugating enzyme 6(Ubc6)
Q9Y128	FBgn0027569	Drosophila melanogaster	ceramide transfer protein(cert)
Q9VYB0	FBgn0030501	Drosophila melanogaster	BthD selenoprotein(BthD)
Q9VYB1	FBgn0030500	Drosophila melanogaster	CG9938 gene product from transcript CG9938-RA(Ndc80)
Q9VYB2	FBgn0030499	Drosophila melanogaster	CG11178 gene product from transcript CG11178-RC(CG11178)
P25157	FBgn0000384	Drosophila melanogaster	concertina(cta)
Q9Y140	FBgn0027583	Drosophila melanogaster	CG7601 gene product from transcript CG7601-RA(CG7601)
Q8MRW1	FBgn0267976	Drosophila melanogaster	Translocase of inner mitochondrial membrane 23(Tim23)
Q2XY08	FBgn0033890	Drosophila melanogaster	CG13350 gene product from transcript CG13350-RA(Ctf4)
Q7KVR7	FBgn0030089	Drosophila melanogaster	Adaptor Protein complex 1, gamma subunit(AP-1gamma)
P25167	FBgn0004463	Drosophila melanogaster	RNA polymerase III 128kD subunit(RpIII128)
Q9Y134	FBgn0001986	Drosophila melanogaster	lethal (2) 35Df(l(2)35Df)
Q9VYA8	FBgn0030503	Drosophila melanogaster	Transport and Golgi organization 2(Tango2)
P25161	FBgn0261396	Drosophila melanogaster	Regulatory particle non-ATPase 3(Rpn3)
P25160	FBgn0000115	Drosophila melanogaster	ADP ribosylation factor-like 1(Arl1)
P56538	FBgn0034915	Drosophila melanogaster	CG17611 gene product from transcript CG17611-RA(eIF6)
Q8MRX9	FBgn0031267	Drosophila melanogaster	CG13688 gene product from transcript CG13688-RA(Ipk2)
Q8IGN2	FBgn0034718	Drosophila melanogaster	windpipe(wdp)
Q70VI1	FBgn0038294	Drosophila melanogaster	Myofilin(Mf)
Q9VQB4	FBgn0031418	Drosophila melanogaster	CG3609 gene product from transcript CG3609-RA(CG3609)
Q8IGN0	FBgn0016693	Drosophila melanogaster	Putative Achaete Scute Target 1(Past1)
Q7KVQ7	FBgn0052675	Drosophila melanogaster	Transport and Golgi organization 5(Tango5)
Q6NN09	FBgn0039830	Drosophila melanogaster	ATP synthase, subunit C(ATPsynC)
Q9Y109	FBgn0027549	Drosophila melanogaster	CG7927 gene product from transcript CG7927-RC(CG7927)
Q5U0V7	FBgn0034691	Drosophila melanogaster	Synaptojanin(Synj)
Q7KVQ0	FBgn0011824	Drosophila melanogaster	CG4038 gene product from transcript CG4038-RA(CG4038)
Q7KMP8	FBgn0028691	Drosophila melanogaster	Regulatory particle non-ATPase 9(Rpn9)
Q8IPA2	FBgn0032382	Drosophila melanogaster	Maltase B2(Mal-B2)
Q9Y105	FBgn0027090	Drosophila melanogaster	Glutaminyl-tRNA synthetase(Aats-gln)
P25171	FBgn0002638	Drosophila melanogaster	Regulator of chromosome condensation 1 ortholog (H. sapiens)(Rcc1)
Q9Y103	FBgn0024191	Drosophila melanogaster	septin interacting protein 1(sip1)
Q9Y102	FBgn0261258	Drosophila melanogaster	regeneration(rgn)
Q9VYD5	FBgn0030482	Drosophila melanogaster	CG1673 gene product from transcript CG1673-RA(CG1673)
Q9VYD7	FBgn0030480	Drosophila melanogaster	CG1660 gene product from transcript CG1660-RA(Tim9a)
O18397	FBgn0020626	Drosophila melanogaster	Oxysterol binding protein(Osbp)
Q9VYD8	FBgn0030479	Drosophila melanogaster	CG1987 gene product from transcript CG1987-RC(Rbp1-like)
Q7KMQ0	FBgn0028687	Drosophila melanogaster	Regulatory particle triple-A ATPase 1(Rpt1)
O18399	FBgn0003116	Drosophila melanogaster	prune(pn)
Q8IH00	FBgn0261286	Drosophila melanogaster	Maternal transcript 89Ba(Mat89Ba)
Q9VDK6	FBgn0038811	Drosophila melanogaster	CG4159 gene product from transcript CG4159-RA(CG4159)
Q7KVP4	FBgn0034618	Drosophila melanogaster	CG9485 gene product from transcript CG9485-RF(CG9485)
Q9VDL4	FBgn0038804	Drosophila melanogaster	CG10877 gene product from transcript CG10877-RA(CG10877)
Q9VDL1	FBgn0038806	Drosophila melanogaster	CG5412 gene product from transcript CG5412-RA(CG5412)
Q9Y119	FBgn0027560	Drosophila melanogaster	Trehalose-6-phosphate synthase 1(Tps1)
Q9Y118	FBgn0283467	Drosophila melanogaster	CG3975 gene product from transcript CG3975-RB(Pol32)
Q9Y113	FBgn0027553	Drosophila melanogaster	CG32721 gene product from transcript CG32721-RA(NELF-B)
Q9Y112	FBgn0027552	Drosophila melanogaster	CG10863 gene product from transcript CG10863-RA(CG10863)
Q9W2H9	FBgn0034617	Drosophila melanogaster	CG9754 gene product from transcript CG9754-RA(CG9754)
P12426	FBgn0000109	Drosophila melanogaster	Adenine phosphoribosyltransferase(Aprt)
Q9Y171	FBgn0027615	Drosophila melanogaster	CG6404 gene product from transcript CG6404-RA(CG6404)
Q9Y0V3	FBgn0027358	Drosophila melanogaster	Translocase of inner membrane 9b(Tim9b)
Q9Y166	FBgn0027610	Drosophila melanogaster	Dicarboxylate carrier 1(Dic1)
Q8MS36	FBgn0032480	Drosophila melanogaster	ER degradation enhancer, mannosidase alpha-like 2(Edem2)
Q8IGH9	FBgn0035601	Drosophila melanogaster	Ubiquitin-conjugating enzyme variant 1A(Uev1A)
Q7K2D2	FBgn0021825	Drosophila melanogaster	Dynactin 2, p50 subunit(DCTN2-p50)
Q2XY62	FBgn0039654	Drosophila melanogaster	Bromodomain containing 8(Brd8)
Q8MS38	FBgn0053217	Drosophila melanogaster	CG33217 gene product from transcript CG33217-RA(CG33217)
Q9W2H0	FBgn0034627	Drosophila melanogaster	CG9841 gene product from transcript CG9841-RA(EfSec)
Q7KMJ6	FBgn0027548	Drosophila melanogaster	spenito(nito)
Q9VQH2	FBgn0031464	Drosophila melanogaster	Dual oxidase(Duox)
Q6NN29	FBgn0013718	Drosophila melanogaster	nuclear fallout(nuf)
Q9W2G5	FBgn0034631	Drosophila melanogaster	TATA box-binding protein-associated factor RNA polymerase I subunit C-like(TAF1C-like)
Q9VQG4	FBgn0019830	Drosophila melanogaster	congested-like trachea(colt)
Q5U191	FBgn0033226	Drosophila melanogaster	CG1882 gene product from transcript CG1882-RG(CG1882)
Q5U0X8	FBgn0033557	Drosophila melanogaster	CG12325 gene product from transcript CG12325-RB(CG12325)
Q9W2G8	FBgn0034629	Drosophila melanogaster	acyl-Coenzyme A oxidase at 57D distal(Acox57D-d)
Q9VYF2	FBgn0030465	Drosophila melanogaster	CG15743 gene product from transcript CG15743-RC(CG15743)
Q5U195	FBgn0033631	Drosophila melanogaster	Superoxide dismutase 3(Sod3)
Q8MRS1	FBgn0037889	Drosophila melanogaster	SCP-containing protein A(scpr-A)
Q9U1M2	FBgn0040384	Drosophila melanogaster	CG32795 gene product from transcript CG32795-RD(CG32795)
Q8IP97	FBgn0032407	Drosophila melanogaster	Peroxin 19(Pex19)
O02373	FBgn0261445	Drosophila melanogaster	sugarless(sgl)
Q9VYF8	FBgn0030460	Drosophila melanogaster	CG2453 gene product from transcript CG2453-RC(CG2453)
O02374	FBgn0000114	Drosophila melanogaster	arrest(aret)
Q8MS47	FBgn0266717	Drosophila melanogaster	BIR repeat containing ubiquitin-conjugating enzyme(Bruce)
Q86NN5	FBgn0037001	Drosophila melanogaster	NADH dehydrogenase (ubiquinone) 39 kDa subunit(ND-39)
Q8IGI6	FBgn0010352	Drosophila melanogaster	Neural conserved at 73EF(Nc73EF)
Q7KVN1	FBgn0043070	Drosophila melanogaster	Misexpression suppressor of KSR 2(MESK2)
Q9VQG0	FBgn0031456	Drosophila melanogaster	Transportin-Serine/Arginine rich(Trn-SR)
Q86NN8	FBgn0031830	Drosophila melanogaster	Cytochrome c oxidase subunit 5B(COX5B)
Q9VQG1	FBgn0031457	Drosophila melanogaster	CG3077 gene product from transcript CG3077-RB(CG3077)
Q05783	FBgn0004362	Drosophila melanogaster	High mobility group protein D(HmgD)
Q7KMK9	FBgn0027568	Drosophila melanogaster	Cullin-associated and neddylation-dissociated 1(Cand1)
Q9VYG3	FBgn0030456	Drosophila melanogaster	CG4332 gene product from transcript CG4332-RA(CG4332)
Q7KML2	FBgn0027572	Drosophila melanogaster	CG5009 gene product from transcript CG5009-RA(CG5009)
Q9VQF9	FBgn0031455	Drosophila melanogaster	Snapin ortholog (H. sapiens)(Snapin)
Q9VQF7	FBgn0031453	Drosophila melanogaster	Bacchus(Bacc)
Q9W2F4	FBgn0000326	Drosophila melanogaster	cricklet(clt)
Q9Y153	FBgn0027597	Drosophila melanogaster	CG17712 gene product from transcript CG17712-RA(CG17712)
Q9VYG8	FBgn0030451	Drosophila melanogaster	CG15717 gene product from transcript CG15717-RE(CG15717)
Q2XY38	FBgn0034110	Drosophila melanogaster	Autophagy-related 9(Atg9)
Q9Y0S9	FBgn0020510	Drosophila melanogaster	Abelson interacting protein(Abi)
Q9Y149	FBgn0027592	Drosophila melanogaster	Mediator complex subunit 15(MED15)
Q9GNC0	FBgn0037141	Drosophila melanogaster	CG7143 gene product from transcript CG7143-RA(DNApol-eta)
Q9Y145	FBgn0027587	Drosophila melanogaster	CG7028 gene product from transcript CG7028-RE(CG7028)
Q7K2B0	FBgn0034422	Drosophila melanogaster	CG7137 gene product from transcript CG7137-RA(CG7137)
Q6NN40	FBgn0033457	Drosophila melanogaster	N-terminal methyltransferase(Ntmt)
Q9VDI1	FBgn0053094	Drosophila melanogaster	Syndapin(Synd)
P55035	FBgn0015283	Drosophila melanogaster	Regulatory particle non-ATPase 10(Rpn10)
Q9W2F2	FBgn0034641	Drosophila melanogaster	mahjong(mahj)
Q7KMM4	FBgn0027588	Drosophila melanogaster	Glucosidase 2 alpha subunit(GCS2alpha)
Q9W2E8	FBgn0034645	Drosophila melanogaster	NADH dehydrogenase (ubiquinone) B12 subunit(ND-B12)
Q9VYH3	FBgn0030447	Drosophila melanogaster	CG2200 gene product from transcript CG2200-RB(CG2200)
O02393	FBgn0015622	Drosophila melanogaster	Calnexin 99A(Cnx99A)
Q9Y162	FBgn0283469	Drosophila melanogaster	Vacuolar protein sorting 4(Vps4)
O02394	FBgn0020305	Drosophila melanogaster	dribble(dbe)
Q9VYH8	FBgn0030438	Drosophila melanogaster	CG15721 gene product from transcript CG15721-RB(CG15721)
Q8IGK8	FBgn0034697	Drosophila melanogaster	Golgi matrix protein 130 kD ortholog(GM130)
Q86NP2	FBgn0038872	Drosophila melanogaster	Negative elongation factor A(Nelf-A)
P25992	FBgn0005596	Drosophila melanogaster	yemanuclein(yem)
Q8MS69	FBgn0031832	Drosophila melanogaster	CG9596 gene product from transcript CG9596-RC(CG9596)
P52486	FBgn0015321	Drosophila melanogaster	Ubiquitin conjugating enzyme 4(Ubc4)
P52485	FBgn0015320	Drosophila melanogaster	Ubiquitin conjugating enzyme 2(Ubc2)
O15971	FBgn0015789	Drosophila melanogaster	CG17060 gene product from transcript CG17060-RA(Rab10)
Q9VP65	FBgn0037061	Drosophila melanogaster	CG12975 gene product from transcript CG12975-RA(CG12975)
Q9VXZ0	FBgn0030605	Drosophila melanogaster	NADH dehydrogenase (ubiquinone) B18 subunit(ND-B18)
Q9VXZ8	FBgn0027601	Drosophila melanogaster	pudgy(pdgy)
Q7KVX1	FBgn0028325	Drosophila melanogaster	lethal (1) G0334(l(1)G0334)
Q24307	FBgn0015247	Drosophila melanogaster	Death-associated inhibitor of apoptosis 2(Diap2)
Q7KVX4	FBgn0029687	Drosophila melanogaster	VAMP-associated protein of 33kDa ortholog A(Vap-33A)
Q9VCA5	FBgn0039175	Drosophila melanogaster	Phenylalanyl-tRNA synthetase beta subunit(beta-PheRS)
Q9VCA8	FBgn0043884	Drosophila melanogaster	multiple ankyrin repeats single KH domain(mask)
Q9VCA9	FBgn0039172	Drosophila melanogaster	Spase 22/23-subunit(Spase22-23)
Q9VXY0	FBgn0030615	Drosophila melanogaster	CG9081 gene product from transcript CG9081-RA(Cyp4s3)
Q6NL44	FBgn0064126	Drosophila melanogaster	CG33722 gene product from transcript CG33722-RE(CG33722)
Q9VP77	FBgn0037051	Drosophila melanogaster	CG10565 gene product from transcript CG10565-RB(CG10565)
Q7YU35	FBgn0035696	Drosophila melanogaster	Bestrophin 2(Best2)
