# submitted_item	validated_id	current_symbol
dec1	FBgn0000427	dec-1
Rab10	FBgn0015789	Rab10
Rab11	FBgn0015790	Rab11
Rab14	FBgn0015791	Rab14
Rab2	FBgn0014009	Rab2
Rab21	FBgn0039966	Rab21
Rab35	FBgn0031090	Rab35
Rab39	FBgn0029959	Rab39
rab3-GAP	FBgn0027505	Rab3-GAP
Rab4	FBgn0016701	Rab4
Rab40	FBgn0030391	Rab40
Rab5	FBgn0014010	Rab5
Rab6	FBgn0015797	Rab6
Rab7	FBgn0015795	Rab7
Rab8	FBgn0262518	Rab8
Rab9	FBgn0032782	Rab9
Rab-RP4	FBgn0015794	Rab18
Rac1	FBgn0010333	Rac1
Rac1	FBgn0014011	Rac2
Rac2	FBgn0014011	Rac2
Rac2	FBal0135831	Rac2[Delta]
Rack1	FBgn0020618	Rack1
Rad17	FBgn0025808	Rad17
Rad21	FBgn0260987	vtd
Rad23	FBgn0026777	Rad23
rad50	FBgn0034728	rad50
Rad9	FBgn0025807	Rad9
Rae1	FBgn0034646	Rae1
Rala	FBgn0015286	Rala
ran	FBgn0020255	Ran
ran	FBgn0020255	Ran
Ranbp11	FBgn0284254	Impbeta11
Ranbp16	FBgn0053180	Ranbp16
Ranbp21	FBgn0031051	Ranbp21
Ranbp9	FBgn0037894	Ranbp9
RanBPM	FBgn0262114	RanBPM
RanGap	FBgn0003346	RanGAP
Rap2l	FBgn0283666	Rap2l
raps	FBgn0040080	pins
raptor	FBgn0029840	raptor
ras	FBgn0003204	ras
ras	FBgn0003206	Ras64B
ras	FBgn0003205	Ras85D
ras	FBal0178241	ras[unspecified]
ras	FBgn0003204	ras
ras	FBgn0003206	Ras64B
ras	FBgn0003205	Ras85D
ras	FBal0178241	ras[unspecified]
Ras64B	FBgn0003206	Ras64B
Ras85D	FBgn0003205	Ras85D
Rassf	FBgn0039055	Rassf
rb	FBgn0003210	rb
rb	FBgn0015799	Rbf
rb	FBal0178229	rb[unspecified]
Rb97D	FBgn0004903	Rb97D
Rbf	FBgn0015799	Rbf
Rbf2	FBgn0038390	Rbf2
Rbm13	FBgn0030067	Rbm13
Rbp1	FBgn0260944	Rbp1
Rbp1-like	FBgn0030479	Rbp1-like
Rbp2	FBgn0262734	eIF4H1
Rbp4	FBgn0010258	Rbp4
Rbsn	FBgn0261064	Rbsn-5
Rca1	FBgn0017551	Rca1
rdgB	FBgn0003218	rdgB
rdgBbeta	FBgn0027872	rdgBbeta
rdx	FBgn0264493	rdx
rec	FBgn0003227	rec
RecQ4	FBgn0040290	RecQ4
RecQ5	FBgn0027375	RecQ5
ref(2)P	FBgn0003231	ref(2)P
REG	FBgn0029133	REG
Reg-5	FBgn0015801	Reg-5
regucalcin	FBgn0030362	regucalcin
Rel	FBgn0014018	Rel
Rep	FBgn0026378	Rep
Rep1	FBgn0024732	Drep1
Rep2	FBgn0028408	Drep2
Rep4	FBgn0028406	Drep4
rept	FBgn0040075	rept
retm	FBgn0031814	retm
Rev1	FBgn0035150	Rev1
Rfabg	FBgn0087002	apolpp
RfC3	FBgn0032244	RfC3
RfC38	FBgn0028700	RfC38
RfC40	FBgn0260985	RfC4
RFeSP	FBgn0021906	RFeSP
rg	FBgn0266098	rg
Rga	FBgn0017550	Rga
rhea	FBgn0260442	rhea
rhea	FBgn0035909	ergic53
Rheb	FBgn0041191	Rheb
Rho1	FBgn0014020	Rho1
Rho1	FBgn0004635	rho
Rho1	FBgn0014020	Rho1
Rho1	FBgn0004635	rho
rho-4	FBgn0030318	rho-4
rho-7	FBgn0033672	rho-7
RhoGAP15B	FBgn0030808	RhoGAP15B
RhoGAP1A	FBgn0025836	RhoGAP1A
RhoGAP5A	FBgn0029778	RhoGAP5A
RhoGAP68F	FBgn0036257	RhoGAP68F
RhoGAP71E	FBgn0036518	RhoGAP71E
RhoGAP92B	FBgn0038747	RhoGAP92B
RhoGAPp190	FBgn0026375	RhoGAPp190
RhoGDI	FBgn0036921	RhoGDI
RhoGEF2	FBgn0023172	RhoGEF2
ric8a	FBgn0028292	ric8a
rictor	FBgn0031006	rictor
rig	FBgn0250850	rig
rig	FBgn0066329	rigel
rin	FBgn0015778	rin
Ripalpha	FBgn0032189	Ripalpha
rl	FBgn0003256	rl
r-l	FBgn0003257	r-l
Rlb1	FBgn0014022	Rlb1
Rlc1	FBgn0014023	mRpL47
Rm62	FBgn0003261	Rm62
Rme-8	FBgn0015477	Rme-8
RNaseX25	FBgn0010406	RNaseX25
rnh1	FBgn0023171	rnh1
Rnp4F	FBgn0014024	Rnp4F
Rnp4F	FBgn0014024	Rnp4F
RnrL	FBgn0011703	RnrL
RnrS	FBgn0011704	RnrS
RN-tre	FBgn0020620	RN-tre
robl	FBgn0024196	robl
Roc1a	FBgn0025638	Roc1a
Roc2	FBgn0044020	Roc2
Roc2	FBgn0040291	Roc1b
rod	FBgn0003268	rod
Roe1	FBgn0014877	Roe1
rogdi	FBgn0036697	rogdi
rogdi	FBal0146842	rogdi[1]
rok	FBgn0026181	Rok
Rop	FBgn0004574	Rop
rost	FBgn0011705	rost
rost	FBgn0024189	sns
Rox8	FBgn0005649	Rox8
RPA2	FBgn0032906	RPA2
RPA2	FBgn0002593	RpLP1
RpA-70	FBgn0010173	RpA-70
Rpb10	FBgn0039218	Rpb10
Rpb11	FBgn0032634	Rpb11
Rpb5	FBgn0033571	Rpb5
Rpb7	FBgn0051155	Rpb7
Rpb8	FBgn0037121	Rpb8
Rpd3	FBgn0015805	HDAC1
RpI1	FBgn0019938	RpI1
RpI12	FBgn0038903	RpI12
RpI135	FBgn0003278	RpI135
RpII140	FBgn0262955	RpII140
RpII15	FBgn0004855	RpII15
RpII215	FBgn0003277	RpII215
RpII215	FBgn0004855	RpII15
RpII33	FBgn0026373	RpII33
RpIII128	FBgn0004463	RpIII128
rpk	FBgn0022981	rpk
RpL10Ab	FBgn0036213	RpL10Ab
RpL11	FBgn0013325	RpL11
RpL11	FBgn0010408	RpS9
RpL12	FBgn0034968	RpL12
RpL13	FBgn0011272	RpL13
RpL13A	FBgn0037351	RpL13A
RpL14	FBgn0017579	RpL14
RpL15	FBgn0028697	RpL15
RpL17	FBgn0029897	RpL17
RpL18	FBgn0035753	RpL18
RpL18A	FBgn0010409	RpL18A
RpL19	FBgn0285950	RpL19
RpL19	FBgn0037608	mRpL19
RpL21	FBgn0032987	RpL21
RpL22	FBgn0015288	RpL22
RpL23	FBgn0010078	RpL23
RpL23	FBgn0261678	M(2)59B
RpL23A	FBgn0026372	RpL23A
RpL24	FBgn0032518	RpL24
RpL24	FBgn0031651	mRpL24
RpL26	FBgn0036825	RpL26
RpL27	FBgn0039359	RpL27
RpL27A	FBgn0285948	RpL27A
RpL28	FBgn0035422	RpL28
RpL29	FBgn0016726	RpL29
RpL3	FBgn0020910	RpL3
RpL30	FBgn0086710	RpL30
RpL31	FBgn0285949	RpL31
RpL32	FBgn0002626	RpL32
RpL32	FBgn0002626	RpL32
RpL34b	FBgn0037686	RpL34b
RpL35	FBgn0029785	RpL35
RpL35A	FBgn0037328	RpL35A
RpL36	FBgn0002579	RpL36
RpL36	FBgn0042112	mRpL36
RpL36A	FBgn0031980	RpL36A
RpL37A	FBgn0261608	RpL37A
RpL37A	FBgn0030616	RpL37a
RpL37a	FBgn0030616	RpL37a
RpL37a	FBgn0261608	RpL37A
RpL38	FBgn0040007	RpL38
RpL4	FBgn0003279	RpL4
RpL40	FBgn0003941	RpL40
RpL5	FBgn0064225	RpL5
RpL6	FBgn0039857	RpL6
RpL7	FBgn0005593	RpL7
RpL7A	FBgn0014026	RpL7A
RpL8	FBgn0261602	RpL8
RpL9	FBgn0015756	RpL9
RpLP0	FBgn0000100	RpLP0
RpLP1	FBgn0002593	RpLP1
RpLP2	FBgn0003274	RpLP2
Rpn1	FBgn0028695	Rpn1
Rpn11	FBgn0028694	Rpn11
Rpn12	FBgn0028693	Rpn12
Rpn2	FBgn0028692	Rpn2
Rpn5	FBgn0028690	Rpn5
Rpn6	FBgn0028689	Rpn6
Rpn7	FBgn0028688	Rpn7
Rpn9	FBgn0028691	Rpn9
Rpp30	FBgn0283652	Rpp30
RpS10a	FBgn0027494	RpS10a
RpS10b	FBgn0285947	RpS10b
RpS11	FBgn0033699	RpS11
RpS12	FBgn0286213	RpS12
RpS13	FBgn0010265	RpS13
RpS14a	FBgn0004403	RpS14a
RpS15	FBgn0034138	RpS15
RpS15Aa	FBgn0010198	RpS15Aa
RpS15Ab	FBgn0033555	RpS15Ab
RpS16	FBgn0034743	RpS16
RpS17	FBgn0005533	RpS17
RpS18	FBgn0010411	RpS18
RpS18	FBgn0286220	M(2)56F
RpS19a	FBgn0010412	RpS19a
RpS19a	FBgn0010412	RpS19a
RpS20	FBgn0019936	RpS20
RpS23	FBgn0033912	RpS23
RpS24	FBgn0261596	RpS24
RpS25	FBgn0086472	RpS25
RpS26	FBgn0261597	RpS26
RpS27	FBgn0039300	RpS27
RpS27	FBgn0003942	RpS27A
RpS28b	FBgn0030136	RpS28b
RpS29	FBgn0261599	RpS29
RpS3	FBgn0002622	RpS3
RpS30	FBgn0038834	RpS30
RpS3A	FBgn0017545	RpS3A
RpS4	FBgn0011284	RpS4
RpS5a	FBgn0002590	RpS5a
RpS5b	FBgn0038277	RpS5b
RpS6	FBgn0261592	RpS6
RpS7	FBgn0039757	RpS7
RpS7	FBgn0032236	mRpS7
RpS8	FBgn0039713	RpS8
RpS9	FBgn0010408	RpS9
Rpt1	FBgn0028687	Rpt1
Rpt3	FBgn0028686	Rpt3
Rpt4	FBgn0028685	Rpt4
Rrp1	FBgn0004584	Rrp1
Rrp1	FBgn0004584	Rrp1
Rrp4	FBgn0034879	Rrp4
Rrp42	FBgn0034065	Rrp42
Rrp45	FBgn0030789	Rrp45
Rrp46	FBgn0037815	Rrp46
Rrp6	FBgn0038269	Rrp6
Rs1	FBgn0021995	Rs1
Rsf1	FBgn0011305	Rsf1
Rtc1	FBgn0020909	Rtc1
Rtf1	FBgn0034722	Rtf1
Rtnl1	FBgn0053113	Rtnl1
rumi	FBgn0086253	rumi
rump	FBgn0267790	rump
S2P	FBgn0033656	S2P
S6k	FBgn0283472	S6k
S6kII	FBgn0262866	S6kII
SA	FBgn0020616	SA
SA	FBgn0030310	PGRP-SA
Sac1	FBgn0283500	Sac1
SamDC	FBgn0019932	SamDC
san	FBgn0024188	san
Sap47	FBgn0013334	Sap47
Sap-r	FBgn0000416	Sap-r
sar1	FBgn0038947	Sar1
Sara	FBgn0026369	Sara
Sas10	FBgn0029755	Sas10
sas-6	FBgn0039731	Sas-6
sav	FBgn0053193	sav
Sbf	FBgn0025802	Sbf
sbr	FBgn0003321	sbr
sbr	FBal0015165	sbr[1]
Sc2	FBgn0035471	Sc2
SC35	FBgn0265298	SC35
scaf6	FBgn0261872	scaf6
SCAR	FBgn0041781	SCAR
scb	FBgn0286785	scb
sced	FBgn0013732	sced
scf	FBgn0025682	scf
Scp1	FBgn0020908	Scp1
scpr-A	FBgn0037889	scpr-A
ScpX	FBgn0015808	ScpX
scramb1	FBgn0052056	scramb1
scramb2	FBgn0035390	scramb2
scrib	FBgn0263289	scrib
Scsalpha	FBgn0004888	Scsalpha1
Scs-fp	FBgn0261439	SdhA
scu	FBgn0021765	scu
SdhB	FBgn0014028	SdhB
sdk	FBgn0021764	sdk
sds22	FBgn0028992	sds22
sec10	FBgn0266673	Sec10
sec13	FBgn0024509	Sec13
sec15	FBgn0266674	Sec15
sec23	FBgn0262125	Sec23
sec24	FBgn0262126	Sec24CD
sec24	FBgn0033460	Sec24AB
sec3	FBgn0266669	Sec3
sec31	FBgn0033339	Sec31
sec5	FBgn0266670	Sec5
sec6	FBgn0266671	Sec6
Sec61alpha	FBgn0086357	Sec61alpha
Sec61beta	FBgn0010638	Sec61beta
SEC61G1	unknown ID	-
sec63	FBgn0035771	Sec63
sec71	FBgn0028538	Sec71
sec8	FBgn0266672	Sec8
SelD	FBgn0261270	Sps1
SelR	FBgn0267376	SelR
Sema-2a	FBgn0011260	Sema2a
sesB	FBgn0003360	sesB
Set	FBgn0014879	Set
SF1	FBgn0025571	SF1
SF1	FBgn0062258	SF-1
SF1	FBal0008425	DNApol-gamma35[1]
SF1	FBal0147523	SF-1[2.3]
SF1	FBtp0087235	P{CaSpeR.SF1}
SF2	FBgn0283477	SF2
SF2	FBal0008402	l(2)34Db[1]
Sfmbt	FBgn0032475	Sfmbt
sgg	FBgn0003371	sgg
sgl	FBgn0261445	sgl
Sgt	FBgn0032640	Sgt
Sh3beta	FBgn0035772	Sh3beta
SH3PX1	FBgn0040475	SH3PX1
Shawn	FBgn0031039	Shawn
Shc	FBgn0015296	Shc
shep	FBgn0052423	shep
shg	FBgn0003391	shg
shi	FBgn0003392	shi
shi	FBgn0003392	shi
shot	FBgn0013733	shot
shrb	FBgn0086656	shrb
shtd	FBgn0004391	shtd
shu	FBgn0003401	shu
shu	FBgn0003392	shi
sim	FBgn0004666	sim
simj	FBgn0010762	simj
Sin	FBgn0028402	Sin
Sin3A	FBgn0022764	Sin3A
Sip1	FBgn0010620	CG10939
Sip1	FBgn0024191	sip1
SIP1	FBgn0061198	HSPC300
sip1	FBgn0024191	sip1
SIP2	FBgn0061197	salto
sip2	FBgn0031878	sip2
sip2	FBgn0029113	Uba2
Sir2	FBgn0038788	Sirt2
Sir2	FBgn0024291	Sirt1
siz	FBgn0026179	siz
Sk2	FBgn0052484	Sk2
skd	FBgn0003415	skd
Ski6	FBgn0032487	Ski6
skpA	FBgn0025637	SkpA
sl	FBgn0003416	sl
sl	FBgn0003423	slgA
sl	FBgn0261445	sgl
Slbp	FBgn0041186	Slbp
Sld5	FBgn0039403	Sld5
sle	FBgn0037810	sle
slgA	FBgn0003423	slgA
slgA	FBgn0003423	slgA
slgA	FBgn0003423	slgA
Slh	FBgn0264978	Slh
slif	FBgn0037203	slif
slik	FBgn0035001	Slik
slmb	FBgn0283468	slmb
sls	FBgn0086906	sls
sls	FBal0015717	sls[1]
Slu7	FBgn0039626	Slu7
sm	FBgn0003435	sm
sm	FBgn0003441	smk
sm	FBal0015761	smk[1]
SmB	FBgn0262601	SmB
SMC1	FBgn0040283	SMC1
SMC2	FBgn0027783	SMC2
Smc5	FBgn0052438	SMC5
SmD3	FBgn0023167	SmD3
SmG	FBgn0261791	SNRPG
SmG	FBgn0016070	smg
Smg1	FBgn0263968	nonC
Smg5	FBgn0019890	Smg5
Smg6	FBgn0039260	Smg6
smi35A	FBgn0016930	Dyrk2
smi35A	FBal0050511	Dyrk2[1]
smid	FBgn0016983	smid
Smn	FBgn0036641	Smn
SMSr	FBgn0052380	SMSr
smt3	FBgn0264922	smt3
sn	FBgn0003447	sn
sn	FBgn0003448	sna
snama	FBgn0086129	snama
Snap	FBgn0250791	alphaSnap
Snap24	FBgn0266720	Snap24
snapin	FBgn0031455	Snapin
snf	FBgn0003449	snf
SNF1A	FBgn0023169	AMPKalpha
SNF4Agamma	FBgn0264357	SNF4Agamma
SNF4Agamma	FBgn0264357	SNF4Agamma
sni	FBgn0030026	sni
sno	FBgn0265630	sno
sno	FBgn0262353	CG43051
Snr1	FBgn0011715	Snr1
snRNP2	FBgn0261789	SmD2
snRNP69D	FBgn0261933	SmD1
snRNP70K	FBgn0016978	snRNP-U1-70K
snRNP-U1	FBgn0261792	snRNP-U1-C
Snx6	FBgn0032005	Snx6
Sod	FBgn0003462	Sod1
Sod	FBgn0010213	Sod2
Sod2	FBgn0010213	Sod2
Sodh-2	FBgn0022359	Sodh-2
sop	FBgn0001961	Arpc1
sop	FBgn0004867	RpS2
Sop2	FBgn0001961	Arpc1
SP1029	FBgn0263236	SP1029
SP2637	FBgn0034371	Ntan1
spag	FBgn0015544	spag
spas	FBgn0039141	spas
Spase12	FBgn0040623	Spase12
Spase18-21	FBgn0262801	twr
Spase22-23	FBgn0039172	Spase22-23
Spase25	FBgn0030306	Spase25
Spc105R	FBgn0037025	Spc105R
Spc25	FBgn0087021	Spc25
spd-2	FBgn0027500	spd-2
SpdS	FBgn0037723	SpdS
spel1	FBgn0015546	spel1
spen	FBgn0016977	spen
spin	FBgn0086676	spin
spin	FBal0150807	Fas2[spin]
spin	FBgn0086676	spin
spin	FBal0150807	Fas2[spin]
Spindly	FBgn0031549	Spindly
Sply	FBgn0010591	Sply
Spn27A	FBgn0028990	Spn27A
Spn4	FBgn0265137	Spn42Da
Spn43Ab	FBgn0024293	Spn43Ab
Spn5	FBgn0028984	Spn88Ea
Spn6	FBgn0028983	Spn55B
spn-E	FBgn0003483	spn-E
spn-F	FBgn0086362	spn-F
spo	FBgn0003486	spo
SPoCk	FBgn0052451	SPoCk
Spp	FBgn0031260	Spp
Spp	FBgn0082831	pps
Sps2	FBgn0032224	Sps2
Spt5	FBgn0040273	Spt5
Spt6	FBgn0028982	Spt6
Spt-I	FBgn0086532	Spt-I
Sptr	FBgn0014032	Sptr
Spx	FBgn0015818	Spx
sqd	FBgn0263396	sqd
sqd	FBgn0263396	sqd
sqh	FBgn0003514	sqh
squ	FBgn0267347	squ
squ	FBgn0003514	sqh
sra	FBgn0086370	sra
Sra-1	FBgn0038320	Sra-1
Sras	FBgn0029121	Sras
Src42A	FBgn0264959	Src42A
Src64B	FBgn0262733	Src64B
SRm160	FBgn0036340	Srrm1
Srp14	FBgn0038808	Srp14
Srp19	FBgn0015298	Srp19
Srp54	FBgn0024285	Srp54
Srp54	FBgn0010747	Srp54k
Srp54k	FBgn0010747	Srp54k
Srp68	FBgn0035947	Srp68
Srp72	FBgn0038810	Srp72
Srp9	FBgn0035827	Srp9
SRPK	FBgn0286813	SRPK
SRPK	FBgn0025702	Srpk79D
SrpRbeta	FBgn0011509	SrpRbeta
Sry-beta	FBgn0003511	Sry-beta
Ssb-c31a	FBgn0015299	Ssb-c31a
Ssdp	FBgn0011481	Ssdp
Sse	FBgn0035627	Sse
ssh	FBgn0029157	ssh
Ssl1	FBgn0037202	Ssl1
Ssl2	FBgn0041780	Ssl2
ssp1	FBgn0260986	mei-38
ssp2	FBgn0036389	ssp2
ssp3	FBgn0032723	ssp3
ssp4	FBgn0263197	Patronin
SsRbeta	FBgn0011016	SsRbeta
Ssrp	FBgn0010278	Ssrp
sta	FBgn0003517	sta
sta	FBab0010522	Df(1)sta
stai	FBgn0266521	stai
stai	FBgn0032006	Pvr
Stam	FBgn0027363	Stam
Stat92E	FBgn0016917	Stat92E
stau	FBgn0003520	stau
stc	FBgn0001978	stc
stc	FBgn0000317	ck
stc	FBgn0001233	Hsp83
stc	FBal0028548	Hsp83[08445]
stck	FBgn0020249	stck
Stim	FBgn0045073	Stim
StIP	FBgn0033540	Elp2
stl	FBgn0086408	stl
stl	FBgn0064138	stalker
Stlk	FBgn0046692	Stlk
stmA	FBgn0086784	stmA
stwl	FBgn0003459	stwl
su(f)	FBgn0003559	su(f)
su(f)	FBal0016266	su(f)[1]
su(f)	FBgn0003559	su(f)
su(f)	FBal0016266	su(f)[1]
Su(fu)	FBgn0005355	Su(fu)
su(Hw)	FBgn0003567	su(Hw)
Su(P)	FBgn0004465	Su(P)
su(s)	FBgn0003576	Su(S)
su(s)	FBgn0003575	su(sable)
Su(var)205	FBgn0003607	Su(var)205
Su(var)205	FBal0016503	Su(var)205[1]
Su(var)205	FBgn0003607	Su(var)205
Su(var)205	FBal0016503	Su(var)205[1]
Su(var)2-10	FBgn0003612	Su(var)2-10
Su(var)3-3	FBgn0260397	Su(var)3-3
Su(var)3-9	FBgn0263755	Su(var)3-9
Su(var)3-9	FBgn0263755	Su(var)3-9
Su(z)12	FBgn0020887	Su(z)12
Su(z)12	FBal0063038	Su(z)12[1]
sub	FBgn0003545	sub
Sucb	FBgn0029118	ScsbetaG
Sug	FBgn0036191	Sugb
sun	FBgn0014391	sun
sun	FBgn0033132	Tsp42Ej
sun	FBgn0004164	fs(2)sun
Surf1	FBgn0029117	Surf1
Surf4	FBgn0019925	Surf4
Surf6	FBgn0038746	Surf6
sut1	FBgn0028563	sut1
svr	FBgn0004648	svr
svr	FBab0000974	Df(1)svr
sw	FBgn0003654	sw
swa	FBgn0003655	swa
swa	FBgn0000376	crm
swa	FBal0001840	crm[swa]
swm	FBgn0002044	swm
sws	FBgn0003656	sws
Sxl	FBgn0264270	Sxl
Syb	FBgn0003660	Syb
Syb	FBgn0013342	nSyb
Syb	FBgn0003660	Syb
Syb	FBgn0013342	nSyb
syd	FBgn0024187	syd
syd	FBgn0010415	Sdc
Syf2	FBgn0033556	CG12343
Synd	FBgn0053094	Synd
syndapin	unknown ID	-
synj	FBgn0034691	Synj
Syx13	FBgn0036341	Syx13
Syx16	FBgn0031106	Syx16
Syx18	FBgn0039212	Syx18
Syx1A	FBgn0013343	Syx1A
Syx5	FBgn0011708	Syx5
Syx7	FBgn0267849	Syx7
Syx8	FBgn0036643	Syx8
T	FBab0026777	Ts(YSt;2Lt)A62+Ts(YSt;2Rt)B214
T	FBgn0003884	alphaTub84B
T	FBgn0015488	l(2)46Cl
T	FBgn0040133	l(2)22Af
T	FBgn0284243	betaTub56D
T	FBgn0003886	alphaTub85E
T	FBgn0003888	betaTub60D
T	FBgn0003885	alphaTub84D
T	FBgn0087040	alphaTub67C
T	FBgn0003890	betaTub97EF
T	FBal0016888	tld[17]
T	FBtp0002651	P{tubP-GAL4}
Tab2	FBgn0086358	Tab2
Taf1	FBgn0010355	Taf1
Taf12	FBgn0011290	Taf12
Taf2	FBgn0011836	Taf2
Taf4	FBgn0010280	Taf4
Taf5	FBgn0010356	Taf5
Taf6	FBgn0010417	Taf6
Taf7	FBgn0024909	Taf7
Taf8	FBgn0022724	Taf8
tafazzin	FBgn0026619	Taz
Tal	FBgn0023477	Taldo
tam	FBgn0004406	tam
tam	FBgn0262614	pyd
Tango1	FBgn0286898	Tango1
Tango10	FBgn0030330	Tango10
Tango11	FBgn0050404	Tango11
Tango13	FBgn0086674	Tpst
Tango2	FBgn0030503	Tango2
Tango4	FBgn0030365	Tango4
Tango5	FBgn0052675	Tango5
Tango6	FBgn0032728	Tango6
Tango7	FBgn0033902	eIF3m
Tango9	FBgn0260744	Tango9
Tao-1	FBgn0031030	Tao
Tao-1	FBtp0070176	P{UASp-Tao.FLAG}
Tap42	FBgn0051852	Tap42
Tapdelta	FBgn0021795	Tapdelta
Tbp	FBgn0003687	Tbp
Tbp-1	FBgn0028684	Rpt5
TBPH	FBgn0025790	TBPH
TBPH	FBtp0068029	P{UAS-TBPH.R}
T-cp1	FBgn0003676	CCT1
T-cp1	FBgn0003676	CCT1
Tcp-1eta	FBgn0037632	CCT7
Tcp-1zeta	FBgn0027329	CCT6
Tctp	FBgn0037874	Tctp
tefu	FBgn0045035	tefu
TepII	FBgn0041182	Tep2
TepIV	FBgn0041180	Tep4
ter94	FBgn0286784	TER94
tex	FBgn0037569	tex
TFAM	FBgn0038805	TFAM
Tfb1	FBgn0033929	Tfb1
Tfb2	FBgn0261109	mrn
Tfb4	FBgn0031309	Tfb4
TfIIA-L	FBgn0011289	TfIIA-L
TfIIB	FBgn0004915	TfIIB
TfIIEalpha	FBgn0015828	TfIIEalpha
TfIIEbeta	FBgn0015829	TfIIEbeta
TfIIFalpha	FBgn0010282	TfIIFalpha
TfIIFbeta	FBgn0010421	TfIIFbeta
TfIIS	FBgn0010422	TfIIS
tgo	FBgn0264075	tgo
Tgt	FBgn0031321	Tgt
TH1	FBgn0010416	TH1
Thiolase	FBgn0025352	Mtpbeta
tho2	FBgn0031390	tho2
thoc5	FBgn0034939	thoc5
thoc6	FBgn0036263	thoc6
thoc7	FBgn0035110	thoc7
thr	FBgn0003701	thr
Tif-IA	FBgn0032988	Tif-IA
Tim10	FBgn0027360	Tim10
Tim13	FBgn0036204	Tim13
Tim8	FBgn0027359	Tim8
Tim9a	FBgn0030480	Tim9a
Tim9b	FBgn0027358	Tim9b
timeout	FBgn0038118	timeout
Tina-1	FBgn0035083	Tina-1
tko	FBgn0003714	tko
tkv	FBgn0003716	tkv
tlk	FBgn0283657	Tlk
Tm1	FBgn0003721	Tm1
Tm1	FBgn0003721	Tm1
Tm1	FBgn0003721	Tm1
Tm2	FBgn0004117	Tm2
Tm2	FBgn0004117	Tm2
tmod	FBgn0082582	tmod
TO42	FBgn0285970	CG32500
toc	FBgn0015600	toc
Tollo	FBgn0029114	Tollo
Tom20	FBgn0036928	Tom20
Tom34	FBgn0010812	unc-45
Tom40	FBgn0016041	Tom40
Tom70	FBgn0032397	Tom70
tomosyn	FBgn0030412	Tomosyn
Top1	FBgn0004924	Top1
Top2	FBgn0284220	Top2
Top3alpha	FBgn0040268	Top3alpha
Top3beta	FBgn0026015	Top3beta
Tor	FBgn0021796	Tor
Tor	FBgn0003733	tor
Tor	FBgn0003731	Egfr
torp4a	FBgn0025615	Torsin
TotA	FBgn0028396	TotA
TotC	FBgn0044812	TotC
tou	FBgn0033636	tou
Tpi	FBgn0086355	Tpi
TpnC47D	FBgn0010423	TpnC47D
TpnC73F	FBgn0010424	TpnC73F
TppII	FBgn0020370	TppII
Tpr2	FBgn0032586	Tpr2
Tps1	FBgn0027560	Tps1
tral	FBgn0041775	tral
TRAM	FBgn0040340	TRAM
Trap1	FBgn0026761	Trap1
Trax	FBgn0038327	Trax
trc	FBgn0003744	trc
Treh	FBgn0003748	Treh
Trf2	FBgn0261793	Trf2
Trh	FBgn0035187	Trh
Trh	FBgn0262139	trh
Trh	FBgn0001208	Hn
Trip1	FBgn0015834	eIF3i
Trl	FBgn0013263	Trl
Trn	FBgn0024921	Tnpo
Trn	FBgn0010452	trn
Trn-SR	FBgn0031456	Tnpo-SR
trol	FBgn0284408	trol
Trp1	FBgn0011584	Trp1
trsn	FBgn0033528	trsn
trus	FBgn0038055	trus
Trx-2	FBgn0040070	Trx-2
Trxr-1	FBgn0020653	Trxr-1
Trxr-1	FBgn0020653	Trxr-1
Trxr-1	FBgn0020653	Trxr-1
Trxr-2	FBgn0037170	Trxr-2
Ts	FBgn0024920	Ts
Tsf1	FBgn0022355	Tsf1
Tsf2	FBgn0036299	Tsf2
Tsp	FBgn0031850	Tsp
Tsp42Ea	FBgn0029508	Tsp42Ea
Tsp42Ee	FBgn0029506	Tsp42Ee
Tsp42Ef	FBgn0033127	Tsp42Ef
Tsp66E	FBgn0035936	Tsp66E
Tsp74F	FBgn0036769	Tsp74F
Tsp97E	FBgn0039465	Tsp97E
tsr	FBgn0011726	tsr
tsr	FBgn0010258	Rbp4
tst	FBgn0039117	tst
tsu	FBgn0033378	tsu
ttk	FBgn0003870	ttk
ttm50	FBgn0250874	ttm50
tud	FBgn0003891	tud
Tudor-SN	FBgn0035121	Tudor-SN
tum	FBgn0086356	tum
twe	FBgn0002673	twe
twe	FBgn0015558	tty
twf	FBgn0038206	twf
twin	FBgn0011725	twin
tws	FBgn0004889	tws
tws	FBtp0050947	P{TRiP.JF03141}
TXBP181-like	FBgn0026326	Mad1
Txl	FBgn0035631	Txl
U26	FBgn0027780	Aasdh
U2A	FBgn0033210	U2A
U2af38	FBgn0017457	U2af38
U2af50	FBgn0005411	U2af50
Uba1	FBgn0023143	Uba1
Uba2	FBgn0029113	Uba2
UbcD10	FBgn0026316	Ubc10
UbcD2	FBgn0015320	Ubc2
UbcD4	FBgn0015321	Ubc4
UbcD6	FBgn0004436	Ubc6
Ubc-E2H	FBgn0029996	UbcE2H
Ubi-p63E	FBgn0003943	Ubi-p63E
ubl	FBgn0022224	ubl
Ubp64E	FBgn0016756	Usp47
Ubqn	FBgn0031057	Ubqn
UBR1	FBgn0030809	Ubr1
Uch	FBgn0010288	Uch
Ucp4A	FBgn0030872	Ucp4A
Uev1A	FBgn0035601	Uev1A
Ufd1-like	FBgn0036136	Ufd1-like
UFSP2	unknown ID	-
Ugt	FBgn0014075	Uggt
